user_id,event,timestamp,salary,channel
user_180,job_search,2026-08-27 00:25:42.607057,182644.0,direct
user_939,page_view,2026-08-31 10:25:42.607057,110847.0,referral
user_852,application_submitted,2026-08-23 07:25:42.607057,115547.0,referral
user_832,application_submitted,2026-08-13 07:25:42.607057,,direct
user_465,application_submitted,2026-08-31 06:25:42.607057,97029.0,referral
user_932,job_search,2026-08-26 19:25:42.607057,63694.0,referral
user_660,job_search,2026-08-21 19:25:42.607057,46267.0,linkedin
user_121,page_view,2026-08-03 23:25:42.607057,67335.0,linkedin
user_535,job_search,2026-08-30 17:25:42.607057,51441.0,referral
user_69,page_view,2026-08-30 10:25:42.607057,58898.0,direct
user_683,job_search,2026-08-17 14:25:42.607057,41082.0,direct
user_471,application_submitted,2026-08-15 23:25:42.607057,130399.0,direct
user_975,application_submitted,2026-08-22 07:25:42.607057,60416.0,referral
user_721,application_submitted,2026-08-03 23:25:42.607057,172461.0,linkedin
user_184,application_started,2026-08-15 07:25:42.607057,51776.0,referral
user_649,application_submitted,2026-08-11 10:25:42.607057,122339.0,referral
user_878,job_search,2026-08-30 17:25:42.607057,136203.0,direct
user_158,job_search,2026-08-15 23:25:42.607057,78442.0,direct
user_96,application_submitted,2026-08-15 17:25:42.607057,148880.0,referral
user_189,application_started,2026-08-09 20:25:42.607057,101794.0,linkedin
user_71,application_started,2026-08-23 20:25:42.607057,132800.0,google
user_417,application_submitted,2026-08-02 00:25:42.607057,189506.0,referral
user_140,page_view,2026-08-06 20:25:42.607057,75915.0,referral
user_268,application_submitted,2026-08-29 11:25:42.607057,,google
user_790,application_submitted,2026-08-04 09:25:42.607057,,linkedin
user_5,application_started,2026-08-23 16:25:42.607057,166462.0,referral
user_553,application_submitted,2026-08-22 12:25:42.607057,136518.0,google
user_597,application_started,2026-08-22 06:25:42.607057,110625.0,referral
user_513,job_search,2026-08-26 18:25:42.607057,137960.0,google
user_679,application_started,2026-08-19 09:25:42.607057,119830.0,referral
user_890,application_started,2026-08-25 22:25:42.607057,79634.0,direct
user_931,application_started,2026-08-12 04:25:42.607057,198231.0,linkedin
user_757,application_submitted,2026-08-12 23:25:42.607057,103773.0,referral
user_998,application_submitted,2026-08-13 11:25:42.607057,178512.0,referral
user_405,job_search,2026-08-26 21:25:42.607057,85342.0,linkedin
user_365,application_started,2026-08-23 15:25:42.607057,145135.0,direct
user_511,application_started,2026-08-02 06:25:42.607057,84074.0,referral
user_621,page_view,2026-08-30 09:25:42.607057,114885.0,google
user_371,page_view,2026-08-08 01:25:42.607057,94464.0,google
user_997,page_view,2026-08-09 17:25:42.607057,46110.0,referral
user_390,page_view,2026-08-07 16:25:42.607057,46434.0,linkedin
user_181,page_view,2026-08-10 08:25:42.607057,120933.0,linkedin
user_951,job_search,2026-08-26 14:25:42.607057,53170.0,google
user_30,application_started,2026-08-25 19:25:42.607057,187351.0,google
user_161,application_started,2026-08-26 17:25:42.607057,82666.0,linkedin
user_128,page_view,2026-08-20 19:25:42.607057,46296.0,google
user_110,application_started,2026-08-09 07:25:42.607057,,direct
user_789,application_started,2026-08-10 19:25:42.607057,113899.0,linkedin
user_326,application_started,2026-08-18 22:25:42.607057,56240.0,direct
user_506,job_search,2026-08-19 09:25:42.607057,186995.0,direct
user_544,application_started,2026-08-21 17:25:42.607057,124169.0,linkedin
user_233,application_submitted,2026-08-19 22:25:42.607057,100534.0,direct
user_342,page_view,2026-08-23 11:25:42.607057,122200.0,referral
user_836,job_search,2026-08-01 20:25:42.607057,83987.0,google
user_102,application_submitted,2026-08-25 01:25:42.607057,129160.0,google
user_540,page_view,2026-08-28 08:25:42.607057,47135.0,referral
user_767,job_search,2026-08-05 17:25:42.607057,192097.0,google
user_51,application_started,2026-08-21 00:25:42.607057,45265.0,google
user_395,application_started,2026-08-20 14:25:42.607057,47887.0,linkedin
user_901,application_started,2026-08-14 20:25:42.607057,50279.0,linkedin
user_694,application_started,2026-08-31 03:25:42.607057,133419.0,linkedin
user_9,page_view,2026-08-25 10:25:42.607057,115291.0,direct
user_171,job_search,2026-08-26 00:25:42.607057,158173.0,google
user_18,application_submitted,2026-08-30 01:25:42.607057,,direct
user_605,job_search,2026-08-14 09:25:42.607057,60147.0,linkedin
user_138,application_submitted,2026-08-16 07:25:42.607057,154566.0,referral
user_974,page_view,2026-08-14 05:25:42.607057,111491.0,direct
user_609,application_submitted,2026-08-30 14:25:42.607057,91332.0,linkedin
user_739,application_submitted,2026-08-17 00:25:42.607057,178185.0,linkedin
user_433,application_started,2026-08-25 22:25:42.607057,136428.0,direct
user_10,job_search,2026-08-07 10:25:42.607057,161019.0,linkedin
user_842,application_started,2026-08-08 13:25:42.607057,142472.0,linkedin
user_200,job_search,2026-08-17 07:25:42.607057,171275.0,direct
user_61,application_submitted,2026-08-23 22:25:42.607057,121571.0,direct
user_252,page_view,2026-08-09 02:25:42.607057,176862.0,direct
user_104,job_search,2026-08-17 18:25:42.607057,129027.0,direct
user_637,application_started,2026-08-04 00:25:42.607057,59142.0,google
user_228,page_view,2026-08-06 08:25:42.607057,82993.0,referral
user_936,page_view,2026-08-27 23:25:42.607057,56819.0,referral
user_676,application_submitted,2026-08-30 17:25:42.607057,165181.0,direct
user_833,page_view,2026-08-15 14:25:42.607057,70180.0,google
user_294,application_submitted,2026-08-24 09:25:42.607057,153505.0,google
user_777,application_submitted,2026-08-11 07:25:42.607057,,google
user_645,job_search,2026-08-30 05:25:42.607057,99789.0,direct
user_419,application_submitted,2026-08-11 04:25:42.607057,79457.0,referral
user_618,application_submitted,2026-09-01 01:25:42.607057,180338.0,google
user_659,job_search,2026-08-21 01:25:42.607057,171401.0,referral
user_545,page_view,2026-08-19 12:25:42.607057,192344.0,direct
user_241,page_view,2026-08-25 02:25:42.607057,112510.0,direct
user_12,application_submitted,2026-08-10 09:25:42.607057,43808.0,google
user_393,application_submitted,2026-08-14 06:25:42.607057,,referral
user_760,job_search,2026-08-28 13:25:42.607057,103191.0,linkedin
user_444,application_started,2026-08-02 05:25:42.607057,136844.0,direct
user_600,job_search,2026-08-03 10:25:42.607057,,linkedin
user_579,application_started,2026-08-06 10:25:42.607057,191976.0,direct
user_789,application_submitted,2026-08-25 10:25:42.607057,129126.0,linkedin
user_971,application_submitted,2026-08-27 04:25:42.607057,,google
user_338,application_started,2026-08-28 06:25:42.607057,196279.0,referral
user_649,application_submitted,2026-08-13 06:25:42.607057,197630.0,google
user_358,job_search,2026-08-27 10:25:42.607057,53794.0,direct
user_353,page_view,2026-08-14 18:25:42.607057,76735.0,google
user_836,page_view,2026-08-02 23:25:42.607057,92354.0,referral
user_128,page_view,2026-08-02 01:25:42.607057,127674.0,linkedin
user_3,application_started,2026-08-27 05:25:42.607057,107947.0,referral
user_899,job_search,2026-08-23 03:25:42.607057,147537.0,google
user_247,job_search,2026-08-21 17:25:42.607057,41809.0,google
user_225,application_started,2026-08-31 14:25:42.607057,186000.0,linkedin
user_935,job_search,2026-08-12 18:25:42.607057,87935.0,direct
user_11,job_search,2026-08-03 04:25:42.607057,88868.0,google
user_869,job_search,2026-08-26 06:25:42.607057,,linkedin
user_995,application_started,2026-08-14 09:25:42.607057,119261.0,direct
user_848,application_submitted,2026-08-07 13:25:42.607057,177596.0,google
user_58,application_started,2026-08-21 08:25:42.607057,63216.0,google
user_385,application_submitted,2026-08-15 13:25:42.607057,103769.0,google
user_711,application_started,2026-08-06 21:25:42.607057,,referral
user_44,application_started,2026-08-30 22:25:42.607057,83828.0,linkedin
user_414,job_search,2026-08-05 13:25:42.607057,156290.0,direct
user_65,page_view,2026-08-01 14:25:42.607057,95891.0,google
user_57,page_view,2026-08-08 02:25:42.607057,87498.0,linkedin
user_475,job_search,2026-08-11 17:25:42.607057,62386.0,referral
user_688,application_started,2026-08-18 14:25:42.607057,,direct
user_630,application_submitted,2026-09-01 00:25:42.607057,57971.0,referral
user_239,application_submitted,2026-08-19 02:25:42.607057,59393.0,referral
user_46,page_view,2026-08-23 15:25:42.607057,170801.0,linkedin
user_856,application_started,2026-08-03 02:25:42.607057,83457.0,google
user_573,job_search,2026-08-01 22:25:42.607057,182787.0,google
user_991,application_submitted,2026-08-31 05:25:42.607057,110941.0,google
user_95,job_search,2026-08-26 10:25:42.607057,154131.0,direct
user_211,page_view,2026-08-30 00:25:42.607057,178920.0,referral
user_221,application_started,2026-08-07 14:25:42.607057,149846.0,direct
user_322,application_started,2026-08-31 10:25:42.607057,133012.0,direct
user_775,application_started,2026-08-07 17:25:42.607057,72989.0,google
user_549,application_submitted,2026-08-26 18:25:42.607057,188548.0,referral
user_554,page_view,2026-08-27 09:25:42.607057,96986.0,google
user_994,page_view,2026-08-22 09:25:42.607057,40943.0,google
user_272,page_view,2026-08-17 07:25:42.607057,165859.0,referral
user_212,page_view,2026-08-05 13:25:42.607057,179000.0,referral
user_285,application_submitted,2026-08-05 17:25:42.607057,105725.0,linkedin
user_820,page_view,2026-08-20 10:25:42.607057,93391.0,direct
user_698,application_submitted,2026-08-12 09:25:42.607057,183344.0,linkedin
user_653,page_view,2026-08-13 07:25:42.607057,50430.0,referral
user_62,job_search,2026-08-07 05:25:42.607057,117588.0,direct
user_607,application_started,2026-08-31 22:25:42.607057,191863.0,direct
user_836,page_view,2026-08-09 19:25:42.607057,91362.0,referral
user_836,page_view,2026-08-14 09:25:42.607057,77008.0,google
user_403,job_search,2026-08-08 21:25:42.607057,126592.0,referral
user_499,job_search,2026-08-04 13:25:42.607057,139333.0,google
user_390,job_search,2026-08-12 14:25:42.607057,176078.0,referral
user_686,application_started,2026-08-11 00:25:42.607057,181045.0,direct
user_287,application_submitted,2026-08-20 13:25:42.607057,,referral
user_704,page_view,2026-08-20 10:25:42.607057,121252.0,linkedin
user_514,job_search,2026-08-12 15:25:42.607057,63096.0,linkedin
user_836,application_submitted,2026-08-05 16:25:42.607057,124803.0,referral
user_656,application_started,2026-08-16 17:25:42.607057,126723.0,linkedin
user_319,page_view,2026-08-09 22:25:42.607057,145494.0,linkedin
user_505,page_view,2026-08-15 05:25:42.607057,131088.0,direct
user_280,job_search,2026-08-29 20:25:42.607057,179628.0,google
user_261,application_started,2026-08-08 12:25:42.607057,165182.0,linkedin
user_270,job_search,2026-08-27 13:25:42.607057,82824.0,direct
user_538,job_search,2026-08-08 20:25:42.607057,,referral
user_875,application_started,2026-08-28 07:25:42.607057,42181.0,direct
user_405,job_search,2026-08-26 23:25:42.607057,98805.0,referral
user_657,application_submitted,2026-08-05 13:25:42.607057,53635.0,referral
user_444,page_view,2026-08-20 14:25:42.607057,112428.0,direct
user_178,job_search,2026-08-18 04:25:42.607057,96048.0,linkedin
user_877,application_submitted,2026-08-08 20:25:42.607057,56790.0,referral
user_317,application_started,2026-08-24 15:25:42.607057,56077.0,google
user_978,application_submitted,2026-08-12 00:25:42.607057,173469.0,linkedin
user_222,page_view,2026-08-19 05:25:42.607057,41754.0,referral
user_522,application_submitted,2026-08-06 18:25:42.607057,59594.0,linkedin
user_108,application_submitted,2026-08-25 14:25:42.607057,95885.0,google
user_752,application_started,2026-08-20 04:25:42.607057,139464.0,google
user_532,job_search,2026-08-23 09:25:42.607057,164727.0,google
user_206,application_submitted,2026-08-05 20:25:42.607057,152160.0,direct
user_88,application_started,2026-08-31 00:25:42.607057,153049.0,referral
user_457,job_search,2026-08-01 20:25:42.607057,134137.0,linkedin
user_764,page_view,2026-08-30 01:25:42.607057,141381.0,linkedin
user_471,job_search,2026-08-30 01:25:42.607057,93605.0,google
user_510,page_view,2026-08-06 20:25:42.607057,55085.0,referral
user_550,job_search,2026-08-11 02:25:42.607057,95180.0,linkedin
user_713,application_started,2026-08-13 15:25:42.607057,126937.0,google
user_568,page_view,2026-08-25 11:25:42.607057,,linkedin
user_553,application_started,2026-09-01 10:25:42.607057,163181.0,direct
user_821,application_submitted,2026-08-05 06:25:42.607057,87699.0,google
user_719,application_submitted,2026-08-11 22:25:42.607057,90062.0,google
user_365,page_view,2026-08-15 01:25:42.607057,93121.0,google
user_877,application_submitted,2026-08-23 21:25:42.607057,192845.0,referral
user_456,job_search,2026-08-27 05:25:42.607057,101137.0,linkedin
user_211,application_started,2026-08-25 13:25:42.607057,111814.0,linkedin
user_920,job_search,2026-08-27 22:25:42.607057,,direct
user_835,application_submitted,2026-08-05 09:25:42.607057,75858.0,direct
user_603,application_submitted,2026-08-04 19:25:42.607057,181171.0,direct
user_609,page_view,2026-08-23 16:25:42.607057,,linkedin
user_33,application_started,2026-08-20 14:25:42.607057,59754.0,google
user_650,page_view,2026-08-22 04:25:42.607057,96588.0,referral
user_987,job_search,2026-08-15 17:25:42.607057,56020.0,linkedin
user_602,page_view,2026-08-16 16:25:42.607057,152124.0,direct
user_94,application_submitted,2026-08-17 01:25:42.607057,64439.0,google
user_140,application_submitted,2026-08-17 00:25:42.607057,73387.0,direct
user_444,page_view,2026-08-24 07:25:42.607057,60633.0,direct
user_121,job_search,2026-08-30 17:25:42.607057,84414.0,google
user_527,application_started,2026-08-15 06:25:42.607057,191918.0,referral
user_56,page_view,2026-08-31 08:25:42.607057,65686.0,linkedin
user_342,page_view,2026-09-01 10:25:42.607057,152337.0,referral
user_374,application_started,2026-08-31 16:25:42.607057,,referral
user_223,page_view,2026-08-30 16:25:42.607057,145484.0,direct
user_368,page_view,2026-08-19 19:25:42.607057,148152.0,referral
user_947,job_search,2026-08-11 19:25:42.607057,119649.0,linkedin
user_96,application_started,2026-08-18 03:25:42.607057,95204.0,google
user_958,application_submitted,2026-08-08 23:25:42.607057,50296.0,google
user_125,application_submitted,2026-08-10 10:25:42.607057,92840.0,linkedin
user_838,application_submitted,2026-08-06 20:25:42.607057,74760.0,linkedin
user_374,application_started,2026-08-13 02:25:42.607057,156956.0,linkedin
user_376,page_view,2026-08-21 21:25:42.607057,198662.0,referral
user_234,application_submitted,2026-08-13 18:25:42.607057,67085.0,linkedin
user_11,job_search,2026-08-24 09:25:42.607057,40390.0,referral
user_551,job_search,2026-08-15 06:25:42.607057,,google
user_990,application_started,2026-08-30 20:25:42.607057,188522.0,linkedin
user_688,application_started,2026-08-19 16:25:42.607057,97336.0,referral
user_503,job_search,2026-08-04 06:25:42.607057,141254.0,referral
user_848,job_search,2026-08-25 00:25:42.607057,96164.0,direct
user_262,job_search,2026-08-09 02:25:42.607057,55680.0,referral
user_637,page_view,2026-08-20 15:25:42.607057,75680.0,google
user_575,application_submitted,2026-08-22 00:25:42.607057,,direct
user_720,application_submitted,2026-08-12 17:25:42.607057,43988.0,google
user_161,job_search,2026-08-30 13:25:42.608061,113643.0,google
user_161,page_view,2026-08-15 16:25:42.608061,56416.0,referral
user_978,page_view,2026-08-22 19:25:42.608061,110912.0,referral
user_418,job_search,2026-08-12 10:25:42.608061,197277.0,google
user_109,application_submitted,2026-08-28 19:25:42.608061,98464.0,referral
user_757,application_submitted,2026-08-09 12:25:42.608061,104215.0,referral
user_945,application_started,2026-08-21 06:25:42.608061,111993.0,referral
user_299,application_submitted,2026-08-21 17:25:42.608061,88078.0,google
user_684,application_submitted,2026-08-18 02:25:42.608061,162464.0,direct
user_423,application_submitted,2026-08-20 05:25:42.608061,102047.0,linkedin
user_466,application_submitted,2026-08-26 05:25:42.608061,41095.0,linkedin
user_406,job_search,2026-08-21 11:25:42.608061,56818.0,google
user_719,application_submitted,2026-08-13 06:25:42.608061,146786.0,google
user_403,application_started,2026-08-02 12:25:42.608061,99479.0,referral
user_39,application_started,2026-08-19 06:25:42.608061,83174.0,referral
user_21,page_view,2026-08-22 01:25:42.608061,86396.0,google
user_345,job_search,2026-08-24 05:25:42.608061,168395.0,referral
user_544,application_submitted,2026-08-19 20:25:42.608061,130993.0,referral
user_749,application_submitted,2026-08-24 06:25:42.608061,114847.0,direct
user_834,application_submitted,2026-09-01 06:25:42.608061,92743.0,linkedin
user_49,application_started,2026-08-09 00:25:42.608061,66391.0,google
user_669,application_started,2026-08-15 04:25:42.608061,,referral
user_151,application_submitted,2026-08-22 04:25:42.608061,,direct
user_401,application_submitted,2026-08-22 08:25:42.608061,113244.0,direct
user_640,page_view,2026-08-07 10:25:42.608061,52958.0,google
user_281,application_started,2026-08-17 06:25:42.608061,50467.0,linkedin
user_121,page_view,2026-08-18 10:25:42.608061,,linkedin
user_16,page_view,2026-08-07 22:25:42.608061,41839.0,direct
user_185,application_started,2026-08-11 21:25:42.608061,103182.0,direct
user_817,page_view,2026-08-24 19:25:42.608061,66894.0,direct
user_915,job_search,2026-08-11 15:25:42.608061,46588.0,direct
user_31,job_search,2026-08-27 03:25:42.608061,56071.0,google
user_596,application_started,2026-08-16 13:25:42.608061,174014.0,google
user_771,application_submitted,2026-08-19 21:25:42.608061,184465.0,linkedin
user_9,job_search,2026-08-07 18:25:42.608061,80855.0,direct
user_669,application_started,2026-08-24 17:25:42.608061,154279.0,referral
user_554,job_search,2026-08-26 11:25:42.608061,116126.0,linkedin
user_997,job_search,2026-08-08 01:25:42.608061,102648.0,google
user_783,job_search,2026-08-24 00:25:42.608061,114276.0,google
user_651,application_started,2026-08-05 02:25:42.608061,71715.0,linkedin
user_147,job_search,2026-08-02 11:25:42.608061,184832.0,google
user_492,job_search,2026-08-28 13:25:42.608061,55747.0,linkedin
user_256,application_started,2026-08-31 17:25:42.608061,181215.0,google
user_775,page_view,2026-08-05 22:25:42.608061,108417.0,linkedin
user_397,page_view,2026-08-03 04:25:42.608061,89100.0,referral
user_785,job_search,2026-08-23 15:25:42.608061,58821.0,linkedin
user_549,job_search,2026-08-19 01:25:42.608061,168685.0,google
user_699,application_submitted,2026-08-23 02:25:42.608061,169332.0,direct
user_595,application_started,2026-08-23 18:25:42.608061,73985.0,referral
user_890,page_view,2026-08-08 19:25:42.608061,51730.0,direct
user_971,application_submitted,2026-08-03 05:25:42.608061,145178.0,direct
user_147,application_submitted,2026-08-20 05:25:42.608061,189317.0,referral
user_138,job_search,2026-08-04 05:25:42.608061,158486.0,direct
user_723,job_search,2026-09-01 04:25:42.608061,,direct
user_897,application_submitted,2026-09-01 09:25:42.608061,157402.0,google
user_10,application_started,2026-08-04 21:25:42.608061,49143.0,referral
user_481,job_search,2026-08-31 12:25:42.608061,91070.0,google
user_532,page_view,2026-08-05 20:25:42.608061,135067.0,direct
user_358,job_search,2026-08-30 09:25:42.608061,85538.0,referral
user_992,application_submitted,2026-08-14 21:25:42.608061,127946.0,direct
user_77,job_search,2026-08-25 01:25:42.608061,61909.0,google
user_445,page_view,2026-08-23 10:25:42.608061,84579.0,direct
user_450,application_started,2026-08-29 16:25:42.608061,173083.0,direct
user_950,application_started,2026-08-15 12:25:42.608061,66534.0,direct
user_865,application_started,2026-08-16 20:25:42.608061,184802.0,google
user_816,application_started,2026-08-08 07:25:42.608061,166558.0,direct
user_589,application_started,2026-08-09 12:25:42.608061,99890.0,google
user_125,application_started,2026-08-04 18:25:42.608061,100167.0,linkedin
user_611,job_search,2026-08-17 09:25:42.608061,153517.0,referral
user_548,job_search,2026-08-22 04:25:42.608061,,referral
user_795,application_submitted,2026-08-07 21:25:42.608061,104027.0,direct
user_504,application_started,2026-08-30 21:25:42.608061,88484.0,google
user_590,application_started,2026-08-11 05:25:42.608061,110665.0,google
user_174,application_submitted,2026-08-05 15:25:42.608061,165078.0,referral
user_14,page_view,2026-08-02 13:25:42.608061,154829.0,direct
user_824,job_search,2026-08-02 04:25:42.608061,97090.0,referral
user_226,job_search,2026-08-15 22:25:42.608061,49654.0,direct
user_792,job_search,2026-08-25 04:25:42.608061,81633.0,linkedin
user_788,page_view,2026-08-05 21:25:42.608061,145154.0,direct
user_480,page_view,2026-08-24 08:25:42.608061,77849.0,linkedin
user_367,job_search,2026-08-23 21:25:42.608061,128828.0,google
user_92,application_submitted,2026-08-24 15:25:42.608061,122567.0,google
user_994,application_started,2026-08-26 14:25:42.608061,140511.0,google
user_792,job_search,2026-08-01 16:25:42.608061,59190.0,referral
user_632,application_started,2026-08-21 09:25:42.608061,91367.0,linkedin
user_303,application_started,2026-08-31 11:25:42.608061,93940.0,linkedin
user_901,application_submitted,2026-08-02 13:25:42.608061,170973.0,google
user_391,page_view,2026-08-15 17:25:42.608061,95960.0,direct
user_730,application_submitted,2026-08-01 14:25:42.608061,197597.0,linkedin
user_270,application_submitted,2026-08-04 05:25:42.608061,98260.0,linkedin
user_907,application_started,2026-08-18 03:25:42.608061,198266.0,referral
user_263,page_view,2026-08-15 21:25:42.608061,88215.0,referral
user_771,job_search,2026-08-13 17:25:42.608061,143695.0,direct
user_885,application_started,2026-08-01 21:25:42.608061,106877.0,linkedin
user_569,application_submitted,2026-08-27 19:25:42.608061,120116.0,google
user_102,application_submitted,2026-08-23 22:25:42.608061,84932.0,google
user_896,application_submitted,2026-08-19 19:25:42.608061,189818.0,direct
user_610,page_view,2026-08-24 20:25:42.608061,132762.0,direct
user_543,application_started,2026-08-19 12:25:42.608061,168944.0,direct
user_661,page_view,2026-08-28 11:25:42.608061,147771.0,referral
user_551,job_search,2026-08-26 12:25:42.608061,183806.0,linkedin
user_555,job_search,2026-08-15 01:25:42.608061,174385.0,direct
user_899,application_submitted,2026-08-27 02:25:42.608061,105131.0,referral
user_515,job_search,2026-08-17 04:25:42.608061,68848.0,linkedin
user_592,page_view,2026-08-28 14:25:42.608061,60997.0,referral
user_530,job_search,2026-08-02 06:25:42.608061,,direct
user_884,application_started,2026-08-19 20:25:42.608061,145964.0,google
user_684,job_search,2026-08-05 07:25:42.608061,175797.0,direct
user_18,application_submitted,2026-08-31 00:25:42.608061,113227.0,referral
user_156,page_view,2026-08-02 10:25:42.608061,137205.0,referral
user_517,application_submitted,2026-08-15 19:25:42.608061,162846.0,google
user_652,application_started,2026-08-26 06:25:42.608061,116951.0,linkedin
user_853,job_search,2026-08-12 13:25:42.608061,174896.0,referral
user_836,application_submitted,2026-08-24 21:25:42.608061,41479.0,referral
user_358,page_view,2026-08-17 18:25:42.608061,73984.0,direct
user_600,page_view,2026-08-30 09:25:42.608061,188531.0,linkedin
